run_id,message_id,image_name,detections_count,top_class,top_confidence,inference_started_at,inference_finished_at,inference_ms,payload_size_bytes,publish_started_at,publish_confirmed_at,subscriber_received_at,subscriber_ack_published_at,publisher_ack_received_at,publish_to_subscriber_ms,subscriber_ack_processing_ms,ack_return_ms,roundtrip_ms
steps-cloud-yolo-tailscale,90,000094.JPG,2,plastic_verpakking,0.9458,1776617207.275664,1776617207.322406,46.74,494,1776617207.322788,1776617207.323081,1776617207.334391,1776617207.334421,1776617207.347286,11.6,0.03,12.86,24.5
steps-cloud-yolo-tailscale,91,000095.JPG,1,plastic_verpakking,0.9596,1776617207.354694,1776617207.381888,27.19,375,1776617207.385468,1776617207.385771,1776617207.39737,1776617207.397402,1776617207.409979,11.9,0.03,12.58,24.51
steps-cloud-yolo-tailscale,92,000097.JPG,6,plastic_verpakking,0.9469,1776617207.417706,1776617207.466168,48.46,980,1776617207.467373,1776617207.467693,1776617207.47905,1776617207.479087,1776617207.49199,11.68,0.04,12.9,24.62
steps-cloud-yolo-tailscale,93,000098.JPG,1,metalen_verpakking,0.9468,1776617207.499284,1776617207.546468,47.18,375,1776617207.546917,1776617207.547216,1776617207.558502,1776617207.558534,1776617207.571368,11.58,0.03,12.83,24.45
steps-cloud-yolo-tailscale,94,000099.JPG,5,plastic_verpakking,0.9698,1776617207.578805,1776617207.60839,29.58,860,1776617207.609253,1776617207.609556,1776617207.621091,1776617207.621127,1776617207.633814,11.84,0.04,12.69,24.56
steps-cloud-yolo-tailscale,95,000100.JPG,2,plastic_verpakking,0.9567,1776617207.641207,1776617207.692436,51.23,494,1776617207.6929,1776617207.693243,1776617207.704707,1776617207.704743,1776617207.71735,11.81,0.04,12.61,24.45
steps-cloud-yolo-tailscale,96,000101.JPG,2,plastic_verpakking,0.939,1776617207.725073,1776617207.755064,29.99,496,1776617207.755453,1776617207.75577,1776617207.767134,1776617207.767165,1776617207.780176,11.68,0.03,13.01,24.72
steps-cloud-yolo-tailscale,97,000102.JPG,6,plastic_verpakking,0.9453,1776617207.787645,1776617207.839543,51.9,974,1776617207.840636,1776617207.840924,1776617207.852331,1776617207.852365,1776617207.864939,11.7,0.03,12.57,24.3
steps-cloud-yolo-tailscale,98,000103.JPG,2,plastic_verpakking,0.9066,1776617207.872504,1776617207.91479,42.29,485,1776617207.915163,1776617207.915435,1776617207.927014,1776617207.927042,1776617207.939643,11.85,0.03,12.6,24.48
steps-cloud-yolo-tailscale,99,000104.JPG,2,plastic_verpakking,0.9707,1776617207.947013,1776617207.97857,31.56,494,1776617207.978941,1776617207.979212,1776617207.990683,1776617207.990717,1776617208.003279,11.74,0.03,12.56,24.34
steps-cloud-yolo-tailscale,100,test.jpg,1,metalen_verpakking,0.9686,1776617208.011038,1776617208.0716,60.56,373,1776617208.071857,1776617208.072126,1776617208.083711,1776617208.083742,1776617208.096117,11.85,0.03,12.38,24.26
steps-cloud-yolo-tailscale,1,000000.jpg,4,metalen_verpakking,0.9391,1776617413.919476,1776617415.847805,1928.33,726,1776617415.856094,1776617415.856488,1776617415.867788,1776617415.867828,1776617415.880686,11.69,0.04,12.86,24.59
steps-cloud-yolo-tailscale,2,000001.jpg,1,plastic_verpakking,0.9378,1776617415.888266,1776617416.06262,174.35,377,1776617416.063317,1776617416.063665,1776617416.07518,1776617416.075212,1776617416.087721,11.86,0.03,12.51,24.4
steps-cloud-yolo-tailscale,3,000002.jpg,1,plastic_verpakking,0.7975,1776617416.095464,1776617416.19638,100.92,376,1776617416.197144,1776617416.197469,1776617416.209002,1776617416.209031,1776617416.221531,11.86,0.03,12.5,24.39
steps-cloud-yolo-tailscale,4,000003.jpg,1,plastic_verpakking,0.935,1776617416.229012,1776617416.349717,120.71,374,1776617416.350195,1776617416.350499,1776617416.362344,1776617416.362609,1776617416.375204,12.15,0.26,12.6,25.01
steps-cloud-yolo-tailscale,5,000004.jpg,1,plastic_verpakking,0.8714,1776617416.382157,1776617416.524649,142.49,371,1776617416.525536,1776617416.525896,1776617416.537403,1776617416.537435,1776617416.55011,11.87,0.03,12.67,24.57
steps-cloud-yolo-tailscale,6,000005.jpg,1,plastic_verpakking,0.9639,1776617416.557709,1776617416.698921,141.21,374,1776617416.699588,1776617416.699921,1776617416.711428,1776617416.71146,1776617416.724198,11.84,0.03,12.74,24.61
steps-cloud-yolo-tailscale,7,000006.jpg,1,plastic_verpakking,0.8271,1776617416.731555,1776617416.85025,118.69,377,1776617416.850977,1776617416.851284,1776617416.863009,1776617416.863043,1776617416.875833,12.03,0.03,12.79,24.86
steps-cloud-yolo-tailscale,8,000007.jpg,2,plastic_verpakking,0.9495,1776617416.883038,1776617417.035327,152.29,495,1776617417.036426,1776617417.036778,1776617417.048587,1776617417.048622,1776617417.061172,12.16,0.04,12.55,24.75
steps-cloud-yolo-tailscale,9,000009.jpg,0,,,1776617417.068635,1776617417.184612,115.98,258,1776617417.185133,1776617417.185526,1776617417.197016,1776617417.197044,1776617417.209875,11.88,0.03,12.83,24.74
steps-cloud-yolo-tailscale,10,000010.jpg,8,plastic_verpakking,0.8824,1776617417.21716,1776617417.363681,146.52,1210,1776617417.367069,1776617417.367406,1776617417.379175,1776617417.379212,1776617417.391867,12.11,0.04,12.66,24.8
steps-cloud-yolo-tailscale,11,000011.jpg,2,plastic_verpakking,0.931,1776617417.399123,1776617417.510718,111.59,495,1776617417.51161,1776617417.511907,1776617417.524002,1776617417.524039,1776617417.536569,12.39,0.04,12.53,24.96
