received_at,run_id,message_id,image_name,publisher_timestamp_sent,publisher_publish_started_at,detections_count,top_class,top_confidence,inference_ms,payload_size_bytes,ack_published_at
1776620561.928985,steps-cloud-yolo-tailscale,48,000051.jpg,1776620561.9171162,1776620561.9171133,2,plastic_verpakking,0.9529,98.1,496,1776620561.929021
1776620562.017855,steps-cloud-yolo-tailscale,49,000052.jpg,1776620562.005947,1776620562.005944,4,plastic_verpakking,0.9621,55.69,731,1776620562.017886
1776620562.103283,steps-cloud-yolo-tailscale,50,000053.jpg,1776620562.0916302,1776620562.0916278,2,plastic_verpakking,0.9575,52.88,497,1776620562.103317
1776620562.213886,steps-cloud-yolo-tailscale,51,000054.jpg,1776620562.2020698,1776620562.2020664,2,plastic_verpakking,0.9609,77.57,498,1776620562.213921
1776620562.295074,steps-cloud-yolo-tailscale,52,000055.jpg,1776620562.283243,1776620562.283236,3,plastic_verpakking,0.9623,48.14,615,1776620562.295107
1776620562.403059,steps-cloud-yolo-tailscale,53,000056.jpg,1776620562.3910682,1776620562.3910651,4,plastic_verpakking,0.9728,73.96,735,1776620562.403089
1776620562.496531,steps-cloud-yolo-tailscale,54,000057.jpg,1776620562.4846618,1776620562.4846587,2,plastic_verpakking,0.9192,60.66,496,1776620562.496563
1776620562.606178,steps-cloud-yolo-tailscale,55,000058.jpg,1776620562.594648,1776620562.5946448,1,plastic_verpakking,0.9118,77.49,375,1776620562.606207
1776620562.694513,steps-cloud-yolo-tailscale,56,000059.jpg,1776620562.6826444,1776620562.6826417,2,plastic_verpakking,0.9232,55.23,497,1776620562.694557
1776620562.777041,steps-cloud-yolo-tailscale,57,000060.jpg,1776620562.7648253,1776620562.7648222,2,plastic_verpakking,0.6992,48.61,491,1776620562.777075
1776620562.840404,steps-cloud-yolo-tailscale,58,000061.jpg,1776620562.828486,1776620562.8284829,1,plastic_verpakking,0.874,31.28,372,1776620562.840433
1776620562.930805,steps-cloud-yolo-tailscale,59,000062.jpg,1776620562.918853,1776620562.9188504,2,plastic_verpakking,0.9629,57.94,491,1776620562.930844
1776620563.035498,steps-cloud-yolo-tailscale,60,000063.jpg,1776620563.023878,1776620563.023875,2,metalen_verpakking,0.9207,71.98,494,1776620563.035529
1776620563.179001,steps-cloud-yolo-tailscale,61,000064.jpg,1776620563.1671693,1776620563.167166,5,plastic_verpakking,0.8952,109.78,845,1776620563.179035
1776620563.315403,steps-cloud-yolo-tailscale,62,000065.jpg,1776620563.3036785,1776620563.3036754,5,metalen_verpakking,0.9292,102.39,860,1776620563.315437
1776620563.427036,steps-cloud-yolo-tailscale,63,000066.jpg,1776620563.4153779,1776620563.4153743,3,plastic_verpakking,0.9233,79.03,611,1776620563.427066
1776620563.516251,steps-cloud-yolo-tailscale,64,000067.jpg,1776620563.504581,1776620563.5045776,2,metalen_verpakking,0.9487,56.09,493,1776620563.516281
1776620563.598698,steps-cloud-yolo-tailscale,65,000068.jpg,1776620563.5870407,1776620563.5870373,2,metalen_verpakking,0.9683,49.69,490,1776620563.598729
1776620563.664334,steps-cloud-yolo-tailscale,66,000069.jpg,1776620563.6527705,1776620563.6527677,1,plastic_verpakking,0.8866,33.5,373,1776620563.66436
1776620563.729762,steps-cloud-yolo-tailscale,67,000070.jpg,1776620563.7179813,1776620563.7179787,5,plastic_verpakking,0.6176,32.44,844,1776620563.729794
1776620563.827427,steps-cloud-yolo-tailscale,68,000071.jpg,1776620563.8157601,1776620563.8157556,2,plastic_verpakking,0.9512,65.43,494,1776620563.827457
1776620563.892783,steps-cloud-yolo-tailscale,69,000072.jpg,1776620563.881052,1776620563.8810494,2,plastic_verpakking,0.9605,27.63,492,1776620563.892814
1776620563.992828,steps-cloud-yolo-tailscale,70,000073.JPG,1776620563.9811964,1776620563.9811935,3,plastic_verpakking,0.9408,67.37,611,1776620563.99286
1776620564.060638,steps-cloud-yolo-tailscale,71,000074.jpg,1776620564.048659,1776620564.0486565,3,plastic_verpakking,0.9617,34.65,608,1776620564.060673
1776620564.12239,steps-cloud-yolo-tailscale,72,000075.jpg,1776620564.1106915,1776620564.1106882,2,plastic_verpakking,0.9673,29.74,492,1776620564.122423
1776620564.188388,steps-cloud-yolo-tailscale,73,000076.jpg,1776620564.1764314,1776620564.1764286,3,metalen_verpakking,0.9483,33.2,605,1776620564.18842
1776620564.243303,steps-cloud-yolo-tailscale,74,000077.jpg,1776620564.231711,1776620564.231707,1,plastic_verpakking,0.9751,22.93,372,1776620564.243329
1776620564.327398,steps-cloud-yolo-tailscale,75,000078.jpg,1776620564.3157513,1776620564.3157487,3,metalen_verpakking,0.9579,51.31,616,1776620564.327434
1776620564.418093,steps-cloud-yolo-tailscale,76,000079.jpg,1776620564.4062223,1776620564.406219,1,plastic_verpakking,0.938,58.19,372,1776620564.418134
1776620564.485177,steps-cloud-yolo-tailscale,77,000080.jpg,1776620564.4733522,1776620564.4733493,2,plastic_verpakking,0.9275,30.18,492,1776620564.485218
1776620564.555305,steps-cloud-yolo-tailscale,78,000081.jpg,1776620564.543576,1776620564.5435731,1,plastic_verpakking,0.935,37.92,372,1776620564.555331
1776620564.656806,steps-cloud-yolo-tailscale,79,000082.JPG,1776620564.644734,1776620564.6447294,3,plastic_verpakking,0.8847,68.63,617,1776620564.656845
1776620564.745173,steps-cloud-yolo-tailscale,80,000083.JPG,1776620564.7336671,1776620564.7336645,2,plastic_verpakking,0.9158,56.38,496,1776620564.745204
1776620564.825787,steps-cloud-yolo-tailscale,81,000085.JPG,1776620564.8140736,1776620564.8140702,1,plastic_verpakking,0.9588,48.18,376,1776620564.825818
1776620564.888019,steps-cloud-yolo-tailscale,82,000086.JPG,1776620564.8763168,1776620564.8763137,2,metalen_verpakking,0.9442,29.93,493,1776620564.888052
1776620564.959006,steps-cloud-yolo-tailscale,83,000087.JPG,1776620564.947362,1776620564.9473593,3,plastic_verpakking,0.922,38.29,608,1776620564.95904
1776620565.045211,steps-cloud-yolo-tailscale,84,000088.JPG,1776620565.0334651,1776620565.033462,1,metalen_verpakking,0.8148,53.87,375,1776620565.045241
1776620565.128511,steps-cloud-yolo-tailscale,85,000089.JPG,1776620565.1165948,1776620565.116592,1,plastic_verpakking,0.9566,50.96,375,1776620565.128541
1776620565.206741,steps-cloud-yolo-tailscale,86,000090.JPG,1776620565.1949978,1776620565.194995,2,plastic_verpakking,0.9342,45.77,492,1776620565.206776
1776620565.279398,steps-cloud-yolo-tailscale,87,000091.JPG,1776620565.2677298,1776620565.2677267,1,metalen_verpakking,0.9701,40.63,374,1776620565.279426
1776620565.351972,steps-cloud-yolo-tailscale,88,000092.JPG,1776620565.339986,1776620565.339983,6,plastic_verpakking,0.845,39.12,973,1776620565.352013
1776620565.419776,steps-cloud-yolo-tailscale,89,000093.JPG,1776620565.4084642,1776620565.408461,2,plastic_verpakking,0.9584,35.78,497,1776620565.419806
1776620565.502826,steps-cloud-yolo-tailscale,90,000094.JPG,1776620565.49107,1776620565.491067,2,plastic_verpakking,0.9458,50.0,491,1776620565.502862
1776620565.566651,steps-cloud-yolo-tailscale,91,000095.JPG,1776620565.554757,1776620565.5547545,1,plastic_verpakking,0.9596,31.35,375,1776620565.566676
1776620565.651185,steps-cloud-yolo-tailscale,92,000097.JPG,1776620565.6393342,1776620565.6393313,6,plastic_verpakking,0.9469,51.71,980,1776620565.651218
1776620565.725759,steps-cloud-yolo-tailscale,93,000098.JPG,1776620565.7142403,1776620565.7142367,1,metalen_verpakking,0.9468,41.56,375,1776620565.725788
1776620565.789754,steps-cloud-yolo-tailscale,94,000099.JPG,1776620565.7779315,1776620565.7779284,5,plastic_verpakking,0.9698,30.97,860,1776620565.78979
1776620565.890041,steps-cloud-yolo-tailscale,95,000100.JPG,1776620565.87813,1776620565.8781269,2,plastic_verpakking,0.9567,67.65,492,1776620565.890071
1776620565.959201,steps-cloud-yolo-tailscale,96,000101.JPG,1776620565.947434,1776620565.9474308,2,plastic_verpakking,0.939,36.84,496,1776620565.959231
1776620566.039858,steps-cloud-yolo-tailscale,97,000102.JPG,1776620566.028073,1776620566.0280697,6,plastic_verpakking,0.9453,47.77,974,1776620566.039892
1776620566.115643,steps-cloud-yolo-tailscale,98,000103.JPG,1776620566.103779,1776620566.103776,2,plastic_verpakking,0.9066,43.2,484,1776620566.115672
1776620566.186652,steps-cloud-yolo-tailscale,99,000104.JPG,1776620566.1749465,1776620566.1749432,2,plastic_verpakking,0.9707,38.76,495,1776620566.186688
1776620566.285493,steps-cloud-yolo-tailscale,100,test.jpg,1776620566.273556,1776620566.273553,1,metalen_verpakking,0.9686,66.51,371,1776620566.285521
